"lieu";"cellule";"cellule_id";"reference";"objet";"base_id";"type";"plugin_placement";"plugin_objet";"concerne_keizaal";"desactive_initialement";"activation_conditionnelle";"script";"x";"y";"z"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|1040AE";"Armoire";"skyrim.esm|06B303";"CONT";"Arena - Markarth Side.esp";"Skyrim.esm";"true";"false";"false";"false";"600";"808";"0"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|10405F";"Raw Beef";"skyrim.esm|065C99";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"753.7966918945312";"628.0806274414062";"61.999977111816406"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|103FD0";"Green Apple";"skyrim.esm|064B2F";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"761.9866333007812";"-39.17289733886719";"328.73907470703125"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|10400F";"Honningbrew Mead";"skyrim.esm|0508CA";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"847.3912353515625";"45.78632736206055";"63.54792785644531"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|104167";"Sac";"skyrim.esm|097F6A";"CONT";"Arena - Markarth Side.esp";"Skyrim.esm";"true";"false";"false";"false";"728";"632";"160"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|104036";"Wine";"skyrim.esm|03133C";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"850.7744750976562";"393.31976318359375";"198.89146423339844"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|103FBC";"Green Apple";"skyrim.esm|064B2F";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"754.42626953125";"607.8745727539062";"291.8019104003906"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|103FBD";"Red Apple";"skyrim.esm|064B2E";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"743.12353515625";"608.1024169921875";"298.6169738769531"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|104016";"Nord Mead";"skyrim.esm|034C5D";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"862.3528442382812";"12.77679443359375";"63.536434173583984"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|103F96";"Tonneau";"skyrim.esm|000845";"CONT";"Arena - Markarth Side.esp";"Skyrim.esm";"true";"false";"false";"false";"832";"496";"0"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|10400D";"Honningbrew Mead";"skyrim.esm|0508CA";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"846.94580078125";"55.6075439453125";"63.54359436035156"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|1040AD";"Armoire";"skyrim.esm|0C2A05";"CONT";"Arena - Markarth Side.esp";"Skyrim.esm";"true";"false";"false";"false";"320";"984";"0"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|16021B";"Venison Stew";"skyrim.esm|0F431D";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"251.49224853515625";"-32.25631332397461";"66.71831512451172"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|10410D";"Red Apple";"skyrim.esm|064B2E";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"382.34564208984375";"1132.5921630859375";"323.485595703125"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|10410E";"Green Apple";"skyrim.esm|064B2F";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"386.94921875";"1122.77099609375";"325.9883728027344"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|104166";"Sac";"skyrim.esm|097F6A";"CONT";"Arena - Markarth Side.esp";"Skyrim.esm";"true";"false";"false";"false";"704";"626";"160"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|104012";"Black-Briar Mead";"skyrim.esm|02C35A";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"837.0908203125";"35.72593688964844";"63.53362274169922"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|103FC8";"Armoire";"skyrim.esm|0C2A05";"CONT";"Arena - Markarth Side.esp";"Skyrim.esm";"true";"false";"false";"false";"768";"-48";"256"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|104159";"Cabbage";"skyrim.esm|064B3F";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"324.16070556640625";"259.8147277832031";"60.08146286010742"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|104076";"Green Apple";"skyrim.esm|064B2F";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"-6.380503177642822";"-36.39366912841797";"327.5233459472656"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|122A54";"Nord Mead";"skyrim.esm|034C5D";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"281.974853515625";"902.6365356445312";"132.0217742919922"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|103F97";"Tonneau";"dragonborn.esm|03C365";"CONT";"Arena - Markarth Side.esp";"Dragonborn.esm";"true";"false";"false";"false";"848";"552";"0"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|1AC1CC";"Grand sac";"skyrim.esm|097F54";"CONT";"Arena - Markarth Side.esp";"Skyrim.esm";"true";"false";"false";"false";"339.1826477050781";"800";"27.18669891357422"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|165357";"Nord Mead";"skyrim.esm|034C5D";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"650.3271484375";"218.5274658203125";"15.999988555908203"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|104052";"Bread";"skyrim.esm|065C97";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"743.6450805664062";"641.3487548828125";"108.33769989013672"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|104077";"Red Apple";"skyrim.esm|064B2E";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"-20.830493927001953";"-35.25642395019531";"327.2601318359375"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|160232";"Bread";"skyrim.esm|065C97";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"-31.923410415649414";"601.5658569335938";"64.15849304199219"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|10404B";"Tomato";"skyrim.esm|064B42";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"702.9552612304688";"633.2012939453125";"112.071044921875"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|10407E";"Armoire";"skyrim.esm|0C2A05";"CONT";"Arena - Markarth Side.esp";"Skyrim.esm";"true";"false";"false";"false";"98.88993072509766";"293.55767822265625";"254.11964416503906"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|103FCF";"Green Apple";"skyrim.esm|064B2F";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"759.2205810546875";"-49.330078125";"332.6461181640625"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|104011";"Honningbrew Mead";"skyrim.esm|0508CA";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"859.538330078125";"44.817230224609375";"63.54359436035156"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|104010";"Honningbrew Mead";"skyrim.esm|0508CA";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"833.9658813476562";"45.19719696044922";"63.54821014404297"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|104075";"Red Apple";"skyrim.esm|064B2E";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"-15.673276901245117";"-37.505523681640625";"327.1095275878906"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|104019";"Nord Mead";"skyrim.esm|034C5D";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"833.5477905273438";"11.663814544677734";"63.53350067138672"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|10407A";"Armoire";"skyrim.esm|0C2A05";"CONT";"Arena - Markarth Side.esp";"Skyrim.esm";"true";"false";"false";"false";"0";"-45.6207275390625";"256"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|104005";"Wine";"skyrim.esm|03133C";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"864";"64";"131.1175079345703"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|10400C";"Honningbrew Mead";"skyrim.esm|0508CA";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"858.1573486328125";"56.12145233154297";"63.54359436035156"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|1601CE";"Nord Mead";"skyrim.esm|034C5D";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"668.616455078125";"213.90174865722656";"77.99952697753906"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|122A55";"Nord Mead";"skyrim.esm|034C5D";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"276.6744384765625";"911.0877685546875";"132.0145263671875"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|160223";"Bread";"skyrim.esm|065C98";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"17.00411605834961";"-13.609404563903809";"67.40646362304688"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|104013";"Black-Briar Mead";"skyrim.esm|02C35A";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"849.5230712890625";"35.358211517333984";"63.51823043823242"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|0A3D26";"Brandi";"arena - markarth side.esp|0A3D21";"NPC_";"Arena - Markarth Side.esp";"Arena - Markarth Side.esp";"true";"false";"false";"true";"728";"280";"0"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|122A51";"Sac";"skyrim.esm|097F6A";"CONT";"Arena - Markarth Side.esp";"Skyrim.esm";"true";"false";"false";"false";"315.1932373046875";"912.1214599609375";"144.7378692626953"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|104003";"Bashkh's Mulled Wine";"skyrim.esm|085368";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"856";"16";"93.02977752685547"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|103FBB";"Red Apple";"skyrim.esm|064B2E";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"745.9677734375";"609.7135620117188";"289.129150390625"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|1601C6";"Nord Mead";"skyrim.esm|034C5D";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"22.65184783935547";"-41.12843704223633";"64.00000762939453"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|104017";"Nord Mead";"skyrim.esm|034C5D";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"846.5513916015625";"12.307596206665039";"63.530517578125"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|104037";"Bashkh's Mulled Wine";"skyrim.esm|085368";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"850.7744750976562";"369.31976318359375";"198.89146423339844"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|165359";"Nord Mead";"skyrim.esm|034C5D";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"655.7529907226562";"228.08384704589844";"16"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|10404C";"Leek";"skyrim.esm|0669A5";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"728.0396118164062";"631.9934692382812";"111.66026306152344"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|10401A";"Nord Mead";"skyrim.esm|034C5D";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"835.7757568359375";"21.387630462646484";"63.51272201538086"
"The Kings Rest";"The Kings Rest";"arena - markarth side.esp|103E1D";"arena - markarth side.esp|104165";"Sac";"skyrim.esm|097F6A";"CONT";"Arena - Markarth Side.esp";"Skyrim.esm";"true";"false";"false";"false";"709";"633";"168"
"Cliffside Manor";"Cliffside Manor";"arena - markarth side.esp|000801";"arena - markarth side.esp|042AA8";"Grand sac";"skyrim.esm|10E883";"CONT";"Arena - Markarth Side.esp";"Skyrim.esm";"true";"false";"true";"false";"616.8096313476562";"-690.453125";"185.62648010253906"
"Cliffside Manor";"Cliffside Manor";"arena - markarth side.esp|000801";"arena - markarth side.esp|08ED8B";"Jug of Milk";"hearthfires.esm|003534";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"true";"false";"-48";"-832";"48"
"Cliffside Manor";"Cliffside Manor";"arena - markarth side.esp|000801";"arena - markarth side.esp|042A57";"Raw Beef";"skyrim.esm|065C99";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"true";"true";"-18.837604522705078";"-810.5731811523438";"47.31939697265625"
"Cliffside Manor";"Cliffside Manor";"arena - markarth side.esp|000801";"arena - markarth side.esp|0705FD";"Fût d'hydromel";"skyrim.esm|08836B";"CONT";"Arena - Markarth Side.esp";"Skyrim.esm";"true";"false";"false";"false";"-72";"-240";"-16"
"Cliffside Manor";"Cliffside Manor";"arena - markarth side.esp|000801";"arena - markarth side.esp|005A13";"Red Apple";"skyrim.esm|064B2E";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"true";"false";"255.23814392089844";"-630.1870727539062";"55.92074966430664"
"Cliffside Manor";"Cliffside Manor";"arena - markarth side.esp|000801";"arena - markarth side.esp|0705CD";"Red Apple";"skyrim.esm|064B2E";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"true";"false";"589.6694946289062";"254.83627319335938";"56.13066482543945"
"Cliffside Manor";"Cliffside Manor";"arena - markarth side.esp|000801";"arena - markarth side.esp|06B4A0";"Nord Mead";"skyrim.esm|034C5D";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"true";"false";"337.1699523925781";"-874.9194946289062";"127.84105682373047"
"Cliffside Manor";"Cliffside Manor";"arena - markarth side.esp|000801";"arena - markarth side.esp|141A0B";"Wine";"skyrim.esm|03133C";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"true";"false";"250.3061065673828";"-430.4981384277344";"301.08740234375"
"Cliffside Manor";"Cliffside Manor";"arena - markarth side.esp|000801";"arena - markarth side.esp|0705CB";"Red Apple";"skyrim.esm|064B2E";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"true";"false";"604.3034057617188";"259.070556640625";"54.028926849365234"
"Cliffside Manor";"Cliffside Manor";"arena - markarth side.esp|000801";"arena - markarth side.esp|0705CC";"Red Apple";"skyrim.esm|064B2E";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"true";"false";"601.7542724609375";"251.40692138671875";"60.880393981933594"
"Cliffside Manor";"Cliffside Manor";"arena - markarth side.esp|000801";"arena - markarth side.esp|03D767";"Armoire";"skyrim.esm|06B303";"CONT";"Arena - Markarth Side.esp";"Skyrim.esm";"true";"false";"true";"false";"128";"-672";"240"
"Cliffside Manor";"Cliffside Manor";"arena - markarth side.esp|000801";"arena - markarth side.esp|066341";"Red Apple";"skyrim.esm|064B2E";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"true";"false";"-324.5721435546875";"-561.9664916992188";"317.302734375"
"Cliffside Manor";"Cliffside Manor";"arena - markarth side.esp|000801";"arena - markarth side.esp|042A54";"Tomato";"skyrim.esm|064B42";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"true";"false";"-49.69036102294922";"-813.6158447265625";"50.781253814697266"
"Cliffside Manor";"Cliffside Manor";"arena - markarth side.esp|000801";"arena - markarth side.esp|06B49E";"Nord Mead";"skyrim.esm|034C5D";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"true";"false";"322.5171813964844";"-888.642822265625";"128.6824951171875"
"Cliffside Manor";"Cliffside Manor";"arena - markarth side.esp|000801";"arena - markarth side.esp|06633E";"Red Apple";"skyrim.esm|064B2E";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"true";"false";"-310.99652099609375";"-564.0567016601562";"313.7743225097656"
"Cliffside Manor";"Cliffside Manor";"arena - markarth side.esp|000801";"arena - markarth side.esp|005A0F";"Red Apple";"skyrim.esm|064B2E";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"true";"false";"252.0348663330078";"-642.0518188476562";"61.1426887512207"
"Cliffside Manor";"Cliffside Manor";"arena - markarth side.esp|000801";"arena - markarth side.esp|06633F";"Red Apple";"skyrim.esm|064B2E";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"true";"false";"-316.97998046875";"-564.8594970703125";"310.4447937011719"
"Cliffside Manor";"Cliffside Manor";"arena - markarth side.esp|000801";"arena - markarth side.esp|042A9B";"Sac";"skyrim.esm|10E88A";"CONT";"Arena - Markarth Side.esp";"Skyrim.esm";"true";"false";"true";"false";"617.1834716796875";"-720.8906860351562";"120.44955444335938"
"Cliffside Manor";"Cliffside Manor";"arena - markarth side.esp|000801";"arena - markarth side.esp|0AD43C";"Sack of Flour";"hearthfires.esm|003538";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"true";"false";"-70.85275268554688";"-805.4169311523438";"52.32082748413086"
"Cliffside Manor";"Cliffside Manor";"arena - markarth side.esp|000801";"arena - markarth side.esp|0705CA";"Red Apple";"skyrim.esm|064B2E";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"true";"false";"599.8710327148438";"264.9934387207031";"59.060943603515625"
"Cliffside Manor";"Cliffside Manor";"arena - markarth side.esp|000801";"arena - markarth side.esp|066333";"Armoire";"skyrim.esm|0C2A05";"CONT";"Arena - Markarth Side.esp";"Skyrim.esm";"true";"false";"true";"false";"-320";"-568";"240"
"Cliffside Manor";"Cliffside Manor";"arena - markarth side.esp|000801";"arena - markarth side.esp|06B49D";"Nord Mead";"skyrim.esm|034C5D";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"true";"false";"335.73681640625";"-887.3319091796875";"127.99103546142578"
"Cliffside Manor";"Cliffside Manor";"arena - markarth side.esp|000801";"arena - markarth side.esp|042A55";"Tomato";"skyrim.esm|064B42";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"true";"false";"-44.34344482421875";"-804.0880737304688";"50.781253814697266"
"Cliffside Manor";"Cliffside Manor";"arena - markarth side.esp|000801";"arena - markarth side.esp|042A9A";"Sac";"skyrim.esm|10E889";"CONT";"Arena - Markarth Side.esp";"Skyrim.esm";"true";"false";"true";"false";"616";"-690.5075073242188";"130.20306396484375"
"Cliffside Manor";"Cliffside Manor";"arena - markarth side.esp|000801";"arena - markarth side.esp|066340";"Red Apple";"skyrim.esm|064B2E";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"true";"false";"-321.36883544921875";"-550.1017456054688";"312.080810546875"
"Cliffside Manor";"Cliffside Manor";"arena - markarth side.esp|000801";"arena - markarth side.esp|005A10";"Red Apple";"skyrim.esm|064B2E";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"true";"false";"259.62701416015625";"-644.94482421875";"54.28475570678711"
"Cliffside Manor";"Cliffside Manor";"arena - markarth side.esp|000801";"arena - markarth side.esp|042A9C";"Sac";"skyrim.esm|10E88A";"CONT";"Arena - Markarth Side.esp";"Skyrim.esm";"true";"false";"true";"false";"616.3981323242188";"-720.4423828125";"127.42375946044922"
"Cliffside Manor";"Cliffside Manor";"arena - markarth side.esp|000801";"arena - markarth side.esp|0705C6";"Sac";"skyrim.esm|097F6A";"CONT";"Arena - Markarth Side.esp";"Skyrim.esm";"true";"false";"true";"false";"-78.20892333984375";"-812.2464599609375";"52.41124725341797"
"Cliffside Manor";"Cliffside Manor";"arena - markarth side.esp|000801";"arena - markarth side.esp|042A68";"Potion of Minor Healing";"skyrim.esm|03EADD";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"true";"false";"-456.0293273925781";"-601.8631591796875";"2.64001202583313"
"Cliffside Manor";"Cliffside Manor";"arena - markarth side.esp|000801";"arena - markarth side.esp|00AB37";"Armoire";"skyrim.esm|06B303";"CONT";"Arena - Markarth Side.esp";"Skyrim.esm";"true";"false";"true";"false";"848";"-464";"240"
"Cliffside Manor";"Cliffside Manor";"arena - markarth side.esp|000801";"arena - markarth side.esp|084B06";"Potion of Minor Healing";"skyrim.esm|03EADD";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"true";"false";"615.1016235351562";"-53.53273391723633";"124.32744598388672"
"Cliffside Manor";"Cliffside Manor";"arena - markarth side.esp|000801";"arena - markarth side.esp|0705FF";"Tonneau";"skyrim.esm|10E882";"CONT";"Arena - Markarth Side.esp";"Skyrim.esm";"true";"false";"false";"false";"-80";"-296";"-16"
"Cliffside Manor";"Cliffside Manor";"arena - markarth side.esp|000801";"arena - markarth side.esp|042A56";"Bread";"skyrim.esm|065C97";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"true";"false";"-66.42594909667969";"-763.1705932617188";"47.31940460205078"
"Cliffside Manor";"Cliffside Manor";"arena - markarth side.esp|000801";"arena - markarth side.esp|042A40";"Raw Beef";"skyrim.esm|065C99";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"true";"false";"-100.70667266845703";"-740.8101806640625";"100"
"Cliffside Manor";"Cliffside Manor";"arena - markarth side.esp|000801";"arena - markarth side.esp|06B49F";"Nord Mead";"skyrim.esm|034C5D";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"true";"false";"324.45556640625";"-872.7896728515625";"128.24819946289062"
"Cliffside Manor";"Cliffside Manor";"arena - markarth side.esp|000801";"arena - markarth side.esp|005A11";"Red Apple";"skyrim.esm|064B2E";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"true";"false";"265.6104736328125";"-644.1420288085938";"57.61427307128906"
"Cliffside Manor";"Cliffside Manor";"arena - markarth side.esp|000801";"arena - markarth side.esp|066338";"Armoire";"skyrim.esm|0C2A05";"CONT";"Arena - Markarth Side.esp";"Skyrim.esm";"true";"false";"true";"false";"-576";"-256";"240"
"Cliffside Manor";"Cliffside Manor";"arena - markarth side.esp|000801";"arena - markarth side.esp|042A53";"Leek";"skyrim.esm|0669A5";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"true";"false";"-36.29006576538086";"-789.605712890625";"53.15470504760742"
"skyrim.esm|000D74";"skyrim.esm|000D74";"skyrim.esm|000D74";"arena - markarth side.esp|16EC9F";"Grit-dar";"arena - markarth side.esp|146383";"NPC_";"Arena - Markarth Side.esp";"Arena - Markarth Side.esp";"true";"false";"false";"false";"-87440";"57688";"-11568"
"skyrim.esm|000D74";"skyrim.esm|000D74";"skyrim.esm|000D74";"arena - markarth side.esp|10E4C6";"Draugr";"arena - markarth side.esp|10E4C5";"CONT";"Arena - Markarth Side.esp";"Arena - Markarth Side.esp";"true";"false";"true";"false";"-92830.4140625";"46214.05859375";"-11187.3720703125"
"skyrim.esm|000D74";"skyrim.esm|000D74";"skyrim.esm|000D74";"arena - markarth side.esp|05230F";"Chest";"arena - markarth side.esp|05230E";"CONT";"Arena - Markarth Side.esp";"Arena - Markarth Side.esp";"true";"false";"false";"false";"-85400";"57384";"-11672"
"skyrim.esm|000D74";"skyrim.esm|000D74";"skyrim.esm|000D74";"arena - markarth side.esp|0A8E2A";"Chest";"arena - markarth side.esp|0A8E29";"CONT";"Arena - Markarth Side.esp";"Arena - Markarth Side.esp";"true";"false";"false";"false";"-85424";"57184";"-11672"
"skyrim.esm|000D74";"skyrim.esm|000D74";"skyrim.esm|000D74";"arena - markarth side.esp|0C1B49";"TreePineForest03";"skyrim.esm|04B016";"TREE";"Arena - Markarth Side.esp";"Skyrim.esm";"true";"false";"false";"false";"-86744";"56456";"-11620.5"
"Markarth Side";"MarkarthSide4";"skyrim.esm|0093EA";"arena - markarth side.esp|16A48D";"Bread";"skyrim.esm|065C98";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"-85909.8828125";"59155.9453125";"-11534.7236328125"
"Markarth Side";"MarkarthSide4";"skyrim.esm|0093EA";"arena - markarth side.esp|0522FA";"Raw Beef";"skyrim.esm|065C99";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"-85312.03125";"57479.98046875";"-11491.9951171875"
"Markarth Side";"MarkarthSide4";"skyrim.esm|0093EA";"arena - markarth side.esp|0522F8";"Raw Beef";"skyrim.esm|065C99";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"-85359.984375";"57544.02734375";"-11481.552734375"
"Markarth Side";"MarkarthSide4";"skyrim.esm|0093EA";"arena - markarth side.esp|0522F9";"Raw Beef";"skyrim.esm|065C99";"ALCH";"Arena - Markarth Side.esp";"Keizaal.esp";"true";"false";"false";"false";"-85415.9609375";"57551.9296875";"-11472.916015625"
